state,year,health_coverage_total,gini,democracy ,gdp_per_capita,left,center_left,total_left,inflation,trade_openness,foreign_direct_investment,external_debt
Costa Rica,2003,NA,NA,58,4200,0,0.298,0.298,8.3,95.2,575064883,68.27
Costa Rica,2004,NA,0.478,59,4379,0,0.298,0.298,11.8,95.74,793834548,65.59
Costa Rica,2005,NA,0.47,60,4621,0,0.298,0.298,10.6,102.47,861042026,86.51
Costa Rica,2006,NA,0.482,61,5128,0,0.439,0.439,11,104.41,1469089235,81.63
Costa Rica,2007,NA,0.484,62,5898,0,0.439,0.439,9.4,102.23,1896095297,82.85
Costa Rica,2008,NA,0.473,63,6581,0,0.439,0.439,12.4,100.63,2078238732,85.08
Costa Rica,2009,NA,0.501,64,6386,NA,NA,NA,8.4,83.98,1022440318,82.47
Costa Rica,2010,NA,0.492,65,7773,NA,NA,NA,8,79.1,1850664231,79.16
Costa Rica,2011,86.9,0.503,66,8704,NA,NA,NA,4.5,79.4,2141615128,90.5
Costa Rica,2012,NA,0.504,67,9443,NA,NA,NA,4.1,78.94,2692160896,111.51
Costa Rica,2013,NA,0.512,68,10185,NA,NA,NA,5,74.49,3284494667,128.77
Costa Rica,2014,NA,NA,69,NA,NA,NA,NA,NA,72.3,2345257533,NA
Dominican Republic,1945,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Dominican Republic,1946,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Dominican Republic,1947,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Dominican Republic,1948,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Dominican Republic,1949,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Dominican Republic,1950,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Dominican Republic,1951,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Dominican Republic,1952,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Dominican Republic,1953,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Dominican Republic,1954,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Dominican Republic,1955,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Dominican Republic,1956,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Dominican Republic,1957,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Dominican Republic,1958,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Dominican Republic,1959,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Dominican Republic,1960,NA,NA,0,NA,0,0,0,NA,44.41,NA,NA
Dominican Republic,1961,NA,NA,0,191,0,0,0,-0.4,39.6,NA,NA
Dominican Republic,1962,NA,NA,1,233,0,0,0,7.6,48.05,NA,NA
Dominican Republic,1963,NA,NA,1,257,0,0.662,0.662,7.2,46.7,NA,NA
Dominican Republic,1964,NA,NA,1,271,0,0,0,2.1,47.73,NA,NA
Dominican Republic,1965,NA,NA,1,228,0,0,0,-1.1,36.57,NA,NA
Dominican Republic,1966,NA,NA,1,245,0,0,0,-2.4,41.68,NA,NA
Dominican Republic,1967,NA,NA,1,250,0,0,0,1.8,43.09,NA,NA
Dominican Republic,1968,NA,NA,1,253,0,0,0,4,45.13,NA,NA
Dominican Republic,1969,NA,NA,1,280,0,0,0,2.8,44.59,NA,NA
Dominican Republic,1970,NA,NA,1,328,0,0,0,2.1,41.82,71600000,150.7
Dominican Republic,1971,NA,NA,1,358,0,0,0,1.2,41.07,6.50E+07,150.82
Dominican Republic,1972,NA,NA,1,416,0,0,0,8,46.15,43500000,116.58
Dominican Republic,1973,NA,NA,1,478,0,0,0,4.5,47.56,34500000,100
Dominican Republic,1974,NA,NA,1,581,0,0,0,17.7,61.17,53600000,85.14
Dominican Republic,1975,NA,NA,1,696,0,0,0,17,57.73,63900000,71.89
Dominican Republic,1976,NA,NA,1,746,0,0,0,2.9,49.08,6.00E+07,102.63
Dominican Republic,1977,NA,NA,1,845,0,0,0,10.6,44.19,71500000,126.58
Dominican Republic,1978,NA,NA,2,859,0,0,0,1.9,41.51,63600000,165.69
Dominican Republic,1979,NA,NA,3,966,0,0.527,0.527,10.2,47.63,17100000,144.18
Dominican Republic,1980,NA,NA,4,1138,0,0.527,0.527,11.7,48.11,92700000,158.49
Dominican Republic,1981,NA,NA,5,1219,0,0.527,0.527,5.1,45.84,79700000,155.58
Dominican Republic,1982,NA,NA,6,1305,0,0.527,0.527,7.8,33.59,-1400000,226.68
Dominican Republic,1983,NA,NA,7,1382,0,0.575,0.575,3.5,32.71,48200000,240.6
Dominican Republic,1984,NA,NA,8,1619,0,0.575,0.575,18.3,61.05,68500000,231.54
Dominican Republic,1985,NA,NA,9,773,0,0.575,0.575,55.3,65.25,36200000,265.8
Dominican Republic,1986,NA,NA,10,918,0,0.575,0.575,9.4,57.82,5.00E+07,262.72
Dominican Republic,1987,NA,NA,11,856,0,0.533,0.533,14.4,62.99,8.90E+07,254.77
Dominican Republic,1988,NA,NA,12,773,0,0.533,0.533,43.5,74.77,106100000,213.05
Dominican Republic,1989,NA,NA,13,942,0,0.533,0.533,23.6,78,1.10E+08,200.17
Dominican Republic,1990,NA,NA,14,976,0,0.533,0.533,50.5,77.52,132800000,233.82
Dominican Republic,1991,NA,NA,15,1315,0,0.65,0.65,102.8,83.18,1.45E+08,236.57
Dominican Republic,1992,NA,NA,16,1496,0,0.65,0.65,5.6,81.07,179700000,239.91
Dominican Republic,1993,NA,NA,17,1688,0,0.65,0.65,5,78.79,189300000,102.18
Dominican Republic,1994,NA,NA,17,1852,0,0.65,0.65,10.2,78.27,206800000,81.74
Dominican Republic,1995,NA,NA,17,2050,0,0.583,0.583,9.4,75.09,414300000,77.37
Dominican Republic,1996,NA,NA,18,2233,0,0.583,0.583,3.4,73.35,96500000,69.82
Dominican Republic,1997,NA,NA,19,2373,0,0.583,0.583,8.7,76.42,420600000,59.86
Dominican Republic,1998,NA,NA,20,2523,0,0.583,0.583,6,79.38,699800000,58.49
Dominican Republic,1999,NA,NA,21,2546,0,0.886,0.886,3.5,79.89,1337800000,58.43
Dominican Republic,2000,NA,NA,22,2770,0,0.886,0.886,6.9,82.91,952900000,50.22
Dominican Republic,2001,NA,NA,23,2829,0,0.886,0.886,5.1,74.72,1079100000,60.65
Dominican Republic,2002,NA,0.537,24,2974,0,0.487,0.487,5.5,72.81,916800000,77.73
Dominican Republic,2003,NA,NA,25,2345,0,0.487,0.487,33.6,86.49,612990000,78.41
Dominican Republic,2004,NA,0.586,26,2407,0,0.487,0.487,45.2,83.88,909040000,80.07
Dominican Republic,2005,51.1,0.569,27,3636,0,0.487,0.487,2.7,65.53,1118400000,96.74
Dominican Republic,2006,NA,0.583,28,3794,0,0.337,0.337,5.4,67.97,1528700000,99.23
Dominican Republic,2007,NA,0.556,29,4298,0,0.337,0.337,5.7,61.94,2252900000,104.21
Dominican Republic,2008,NA,0.55,30,4697,0,0.337,0.337,9.8,61.44,2728400000,106.11
Dominican Republic,2009,NA,0.574,31,4703,NA,NA,NA,3,50.6,1695300000,140.36
Dominican Republic,2010,NA,0.554,32,5089,NA,NA,NA,5.1,54.83,1820227859,99.79
Dominican Republic,2011,75.4,0.558,33,5463,NA,NA,NA,6.6,57.5,2197500000,101.39
Dominican Republic,2012,NA,0.517,34,5733,NA,NA,NA,5.2,57.5,3415900000,140.28
Dominican Republic,2013,NA,0.544,35,5826,NA,NA,NA,5.1,56.62,1599700000,141.42
Dominican Republic,2014,NA,NA,36,NA,NA,NA,NA,NA,56.33,NA,NA
Ecuador,1945,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Ecuador,1946,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Ecuador,1947,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Ecuador,1948,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Ecuador,1949,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Ecuador,1950,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Ecuador,1951,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Ecuador,1952,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Ecuador,1953,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Ecuador,1954,NA,NA,0,NA,0.08,0,0.08,NA,NA,NA,NA
Ecuador,1955,NA,NA,0,NA,0.08,0,0.08,NA,NA,NA,NA
Ecuador,1956,NA,NA,0,NA,0.08,0,0.08,NA,NA,NA,NA
Ecuador,1957,NA,NA,0,NA,0.08,0,0.08,NA,NA,NA,NA
Ecuador,1958,NA,NA,0,NA,0.225,0,0.225,NA,NA,NA,NA
Ecuador,1959,NA,NA,0,NA,0.225,0,0.225,NA,NA,NA,NA
Ecuador,1960,NA,NA,0,NA,0.225,0,0.225,NA,36.34,NA,NA
Ecuador,1961,NA,NA,0,211,0.225,0,0.225,5,36.95,NA,NA
Ecuador,1962,NA,NA,0,201,0.002,0,0.002,2.1,38.44,NA,NA
Ecuador,1963,NA,NA,0,211,0.002,0,0.002,4.3,35.16,NA,NA
Ecuador,1964,NA,NA,0,228,0,0,0,3.3,35.72,NA,NA
Ecuador,1965,NA,NA,0,458,0,0,0,97.2,19.27,NA,NA
Ecuador,1966,NA,NA,0,453,0,0,0,2.1,21.6,NA,NA
Ecuador,1967,NA,NA,0,462,0,0,0,0.5,22.14,NA,NA
Ecuador,1968,NA,NA,1,454,0,0,0,-0.8,24.96,NA,NA
Ecuador,1969,NA,NA,2,532,0,0,0,15.1,20.61,NA,NA
Ecuador,1970,NA,NA,2,475,0,0,0,-13.9,22.45,NA,NA
Ecuador,1971,NA,NA,2,444,0,0,0,-9.5,27.27,NA,NA
Ecuador,1972,NA,NA,2,500,0,0,0,10.1,27.96,NA,NA
Ecuador,1973,NA,NA,2,594,0,0,0,7.2,34.54,NA,NA
Ecuador,1974,NA,NA,2,979,0,0,0,52.5,41.4,NA,NA
Ecuador,1975,NA,NA,2,1116,0,0,0,5.6,35.41,NA,NA
Ecuador,1976,NA,NA,2,1277,0,0,0,9.5,34.01,-19900000,84.94
Ecuador,1977,NA,NA,2,1508,0,0,0,19.4,34.44,34500000,152.89
Ecuador,1978,NA,NA,2,1588,0,0,0,2.3,33.3,48600000,235.24
Ecuador,1979,NA,NA,3,1839,0.029,0.217,0.246,14.6,36.08,63400000,187.55
Ecuador,1980,NA,NA,4,2261,0.029,0.217,0.246,21.6,35.03,7.00E+07,205.36
Ecuador,1981,NA,NA,5,2688,0.029,0.217,0.246,15.5,29.92,6.00E+07,259.54
Ecuador,1982,NA,NA,6,2396,0.029,0.217,0.246,-9.2,32.41,4.00E+07,285.6
Ecuador,1983,NA,NA,7,2011,0.029,0.217,0.246,-13.6,30.88,5.00E+07,286.41
Ecuador,1984,NA,NA,8,1934,0.086,0.386,0.472,-3.9,33.06,5.00E+07,282.74
Ecuador,1985,NA,NA,9,1914,0.086,0.386,0.472,-2.4,35.72,6.20E+07,263.95
Ecuador,1986,NA,NA,10,1667,0.086,0.386,0.472,-13.7,33.11,8.10E+07,352.35
Ecuador,1987,NA,NA,11,1481,0.183,0.268,0.451,-8.7,37.73,1.23E+08,427.27
Ecuador,1988,NA,NA,12,1352,0.111,0.431,0.542,-11.6,42.66,1.55E+08,406.34
Ecuador,1989,NA,NA,13,1405,0.111,0.431,0.542,5.4,45.11,1.60E+08,393.96
Ecuador,1990,NA,NA,14,1505,0.111,0.431,0.542,5.8,44.59,1.26E+08,370.32
Ecuador,1991,NA,NA,15,1640,0.153,0.194,0.347,6.9,45.2,1.60E+08,364.23
Ecuador,1992,NA,NA,16,1707,0.153,0.194,0.347,4.3,44.81,1.78E+08,326.77
Ecuador,1993,NA,NA,17,1748,0.104,0.091,0.195,2.6,43.17,473720000,371.13
Ecuador,1994,NA,NA,18,2050,0.104,0.091,0.195,15,43.78,576330000,321.22
Ecuador,1995,NA,NA,19,2159,0.143,0.104,0.247,5.2,45.91,452480000,262.95
Ecuador,1996,NA,NA,20,2183,0.143,0.104,0.247,1.5,44.22,499680000,252.4
Ecuador,1997,NA,NA,21,2387,0.024,0.061,0.085,7,45.02,723950000,247.38
Ecuador,1998,NA,NA,22,2324,0.024,0.061,0.085,-3.8,43.4,869980000,301.81
Ecuador,1999,NA,NA,23,1599,0.017,0.14,0.157,-26.3,49.2,648410000,296.58
Ecuador,2000,NA,0.559,24,1462,0.017,0.14,0.157,-7.7,59.46,-23439368,216.4
Ecuador,2001,NA,0.539,25,1914,0.017,0.14,0.157,28.4,50.75,538568575,241.84
Ecuador,2002,45,NA,26,2191,0.017,0.14,0.157,12.1,49.38,783261010,260.62
Ecuador,2003,NA,NA,27,2442,0.06,0.16,0.22,10.6,47.24,871513414,225.46
Ecuador,2004,NA,0.513,28,2705,0.06,0.16,0.22,4.3,50.67,836939594,193.21
Ecuador,2005,NA,0.531,29,3013,0.06,0.16,0.22,7.7,56.1,493413836,148.88
Ecuador,2006,NA,0.527,30,3337,0.06,0.16,0.22,8,59.71,271428853,120
Ecuador,2007,NA,0.54,30,3575,0.03,0.1,0.13,6.7,62.59,193872527,108.9
Ecuador,2008,NA,0.504,30,4256,0.798,0.039,0.837,13.8,68.06,1057561020,74.49
Ecuador,2009,NA,0.5,30,4237,NA,NA,NA,0.7,52.1,307690890,83.17
Ecuador,2010,NA,0.495,30,4501,NA,NA,NA,4.9,60.3,162957320,76
Ecuador,2011,66.2,0.46,30,5035,NA,NA,NA,5.4,64.49,643589359,66.64
Ecuador,2012,NA,NA,30,5425,NA,NA,NA,4.1,61.74,584582301,63.94
Ecuador,2013,NA,0.477,31,5720,NA,NA,NA,3,60.82,725051206,72.86
Ecuador,2014,NA,NA,32,NA,NA,NA,NA,NA,59.08,NA,NA
El Salvador,1945,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1946,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1947,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1948,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1949,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1950,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1951,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1952,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1953,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1954,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1955,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1956,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1957,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1958,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1959,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1960,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1961,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1962,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1963,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1964,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
El Salvador,1965,NA,NA,0,271,0,0,0,NA,55.2,NA,NA
El Salvador,1966,NA,NA,0,278,0,0,0,-1.2,54.44,NA,NA
El Salvador,1967,NA,NA,0,284,0,0,0,-0.4,54.3,NA,NA
El Salvador,1968,NA,NA,0,285,0,0,0,0.2,52.45,NA,NA
El Salvador,1969,NA,NA,0,289,0,0,0,0.4,48.98,NA,NA
El Salvador,1970,NA,NA,0,303,0,0,0,4.8,49.38,NA,NA
El Salvador,1971,NA,NA,0,309,0,0,0,0.8,51.25,NA,NA
El Salvador,1972,NA,NA,0,321,0,0,0,0.4,57.22,NA,NA
El Salvador,1973,NA,NA,0,357,0,0,0,8.8,62.94,NA,NA
El Salvador,1974,NA,NA,0,403,0,0,0,9.6,73.25,NA,NA
El Salvador,1975,NA,NA,0,445,0,0,0,9.9,71.26,NA,NA
El Salvador,1976,NA,NA,0,538,0,0,0,17.6,72.36,12960000,63.1
El Salvador,1977,NA,NA,0,666,0,0,0,18.3,75.64,18640000,72.24
El Salvador,1978,NA,NA,0,695,0,0,0,1,69.8,23360000,104.04
El Salvador,1979,NA,NA,0,756,0,0,0,15.6,74.11,-9960000,71.83
El Salvador,1980,NA,NA,0,767,0,0,0,17,67.41,5880000,78.44
El Salvador,1981,NA,NA,0,726,0,0,0,7.4,60.27,-5720000,125.72
El Salvador,1982,NA,NA,0,707,0,0,0,5.5,51.25,-1.00E+06,176.94
El Salvador,1983,NA,NA,0,720,0,0,0,1.6,54.4,28080000,197.68
El Salvador,1984,NA,NA,1,742,0,0,0,3.1,50.29,12360000,202.03
El Salvador,1985,NA,NA,2,759,0,0,0,3.2,52.21,12400000,204.7
El Salvador,1986,NA,NA,3,744,0,0,0,-0.9,53.71,24133631,185.18
El Salvador,1987,NA,NA,4,771,0,0,0,2.4,45.09,18320000,218.15
El Salvador,1988,NA,NA,5,806,0,0,0,3.9,38.1,16960000,217.98
El Salvador,1989,NA,NA,6,830,0,0,0,3.4,36.93,14360000,232.37
El Salvador,1990,NA,NA,7,898,0,0,0,4.7,49.78,1898272,222.66
El Salvador,1991,NA,NA,8,979,0.012,0.095,0.107,6.8,47.73,25180499,244.9
El Salvador,1992,NA,NA,9,1080,0.012,0.095,0.107,4.3,48.52,15309479,233.05
El Salvador,1993,NA,NA,10,1240,0.012,0.095,0.107,8.5,53.46,16432044,142.55
El Salvador,1994,NA,NA,11,1424,0.25,0.012,0.262,9.9,55.17,2180000,129.18
El Salvador,1995,NA,0.507,12,1653,0.25,0.012,0.262,10.4,59.4,38037219,122.72
El Salvador,1996,NA,NA,13,1776,0.25,0.012,0.262,6.8,55.01,-4797259,127.9
El Salvador,1997,NA,0.51,14,1902,0.333,0.025,0.358,3.5,63.45,59043540,107.2
El Salvador,1998,NA,NA,15,2037,0.333,0.025,0.358,3.9,61.87,1103712164,104.79
El Salvador,1999,50,0.518,16,2102,0.333,0.025,0.358,0.3,62.22,215800000,114.46
El Salvador,2000,NA,0.531,17,2204,0.369,0.036,0.405,3.1,69.83,173400000,119.25
El Salvador,2001,NA,0.525,18,2308,0.369,0.036,0.405,3.4,67.47,278900000,141.99
El Salvador,2002,NA,NA,19,2381,0.369,0.036,0.405,1.2,67.44,4.70E+08,145.58
El Salvador,2003,NA,NA,20,2496,0.373,0.06,0.433,2.8,70.04,141200000,191.01
El Salvador,2004,NA,0.493,21,2611,0.373,0.06,0.433,3.1,71.26,363270000,187.49
El Salvador,2005,NA,NA,22,2815,0.373,0.06,0.433,4.5,69.8,511140000,264.92
El Salvador,2006,NA,NA,23,3043,0.381,0.024,0.405,4.4,71.85,241130000,255.17
El Salvador,2007,NA,NA,24,3284,0.381,0.024,0.405,4.4,74.18,1550510000,211.59
El Salvador,2008,NA,NA,25,3484,0.381,0.024,0.405,5.3,76.58,903050000,213.48
El Salvador,2009,NA,0.478,26,3341,NA,NA,NA,-0.5,61.87,368730000,241.53
El Salvador,2010,48.9,0.454,27,3444,NA,NA,NA,2.3,68.77,-113160684,219.97
El Salvador,2011,NA,NA,28,3699,NA,NA,NA,5.7,74.64,122500004,201.93
El Salvador,2012,NA,0.437,29,3782,NA,NA,NA,1,69.74,447709564,213.99
El Salvador,2013,NA,0.453,30,3826,NA,NA,NA,0.2,72.2,242345997,206.62
El Salvador,2014,NA,NA,31,NA,NA,NA,NA,NA,NA,474801761,NA
Guatemala,1945,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Guatemala,1946,NA,NA,1,NA,0,0,0,NA,NA,NA,NA
Guatemala,1947,NA,NA,2,NA,0,0,0,NA,NA,NA,NA
Guatemala,1948,NA,NA,3,NA,0,0,0,NA,NA,NA,NA
Guatemala,1949,NA,NA,4,NA,0,0,0,NA,NA,NA,NA
Guatemala,1950,NA,NA,4,NA,0,0,0,NA,NA,NA,NA
Guatemala,1951,NA,NA,4,NA,0,0,0,NA,NA,NA,NA
Guatemala,1952,NA,NA,4,NA,0,0,0,NA,NA,NA,NA
Guatemala,1953,NA,NA,4,NA,0,0,0,NA,NA,NA,NA
Guatemala,1954,NA,NA,4,NA,0,0,0,NA,NA,NA,NA
Guatemala,1955,NA,NA,4,NA,0,0,0,NA,NA,NA,NA
Guatemala,1956,NA,NA,4,NA,0,0,0,NA,NA,NA,NA
Guatemala,1957,NA,NA,4,NA,0,0,0,NA,NA,NA,NA
Guatemala,1958,NA,NA,4,NA,0,0,0,NA,NA,NA,NA
Guatemala,1959,NA,NA,4,NA,0,0,0,NA,NA,NA,NA
Guatemala,1960,NA,NA,4,253,0,0,0,NA,27.18,NA,NA
Guatemala,1961,NA,NA,4,254,0,0,0,-1.1,25.45,NA,NA
Guatemala,1962,NA,NA,4,262,0,0,0,2.6,25.21,NA,NA
Guatemala,1963,NA,NA,4,282,0,0,0,0.8,30.22,NA,NA
Guatemala,1964,NA,NA,4,282,0,0,0,-1.7,33.48,NA,NA
Guatemala,1965,NA,NA,4,282,0,0,0,-1.8,36.4,NA,NA
Guatemala,1966,NA,NA,4,286,0,0,0,-1,38.07,NA,NA
Guatemala,1967,NA,NA,4,291,0,0,0,0.4,35.72,NA,NA
Guatemala,1968,NA,NA,4,314,0,0,0,1.9,35.15,NA,NA
Guatemala,1969,NA,NA,4,325,0,0,0,1.7,35.23,NA,NA
Guatemala,1970,NA,NA,4,351,0,0,0,5,36.35,NA,NA
Guatemala,1971,NA,NA,4,356,0,0,0,-1.3,35.98,NA,NA
Guatemala,1972,NA,NA,4,366,0,0,0,-1.4,37.44,NA,NA
Guatemala,1973,NA,NA,4,435,0,0,0,14.5,41.09,NA,NA
Guatemala,1974,NA,NA,4,521,0,0,0,15.7,48.07,NA,NA
Guatemala,1975,NA,NA,4,584,0,0,0,13.1,45.26,NA,NA
Guatemala,1976,NA,NA,4,681,0,0,0,11.5,49.16,NA,NA
Guatemala,1977,NA,NA,4,833,0,0,0,16.5,50.71,97500000,54.37
Guatemala,1978,NA,NA,4,899,0,0,0,5.5,48.74,127200000,67.44
Guatemala,1979,NA,NA,4,996,0,0,0,8.6,47.2,1.17E+08,73.6
Guatemala,1980,NA,NA,4,1107,0,0,0,10,47.11,110700000,69.23
Guatemala,1981,NA,NA,4,1177,0,0,0,8.5,40.69,127100000,89.7
Guatemala,1982,NA,NA,4,1161,0,0,0,5,33.47,77100000,126.08
Guatemala,1983,NA,NA,4,1174,0,0,0,6.6,27.55,4.50E+07,159.81
Guatemala,1984,NA,NA,4,1197,0,0,0,4.1,28.15,3.80E+07,197.12
Guatemala,1985,NA,NA,4,1198,0,0,0,18.8,24.93,61800000,233.98
Guatemala,1986,NA,NA,4,869,0,0.02,0.02,41.5,30.64,68800000,242.32
Guatemala,1987,NA,NA,4,831,0,0.02,0.02,8,38.14,150200000,247.71
Guatemala,1988,NA,NA,4,898,0,0.02,0.02,11.7,38.04,329900000,208.19
Guatemala,1989,NA,0.582,4,941,0,0.02,0.02,10.9,39.78,76200000,185.68
Guatemala,1990,NA,NA,4,835,0,0.02,0.02,40.5,45.87,47700000,183.22
Guatemala,1991,NA,NA,4,1002,0,0.009,0.009,33,39.52,90700000,163.6
Guatemala,1992,NA,NA,4,1085,0,0.009,0.009,8.9,45.36,94100000,143.37
Guatemala,1993,NA,NA,4,1156,0,0.009,0.009,14.5,43.78,142500000,141.08
Guatemala,1994,NA,NA,4,1285,0,0.009,0.009,11.7,42.37,65200000,136.65
Guatemala,1995,NA,NA,4,1415,0,0,0,8.7,44.69,75200000,116.09
Guatemala,1996,NA,NA,5,1487,0.075,0,0.075,8.9,40.39,76900000,119.6
Guatemala,1997,NA,NA,6,1636,0.075,0,0.075,8.3,41.55,84400000,106.97
Guatemala,1998,NA,0.56,7,1741,0.075,0,0.075,9.5,44.42,672800000,103.06
Guatemala,1999,NA,NA,8,1606,0.075,0,0.075,5,46.36,154600000,108.88
Guatemala,2000,NA,NA,9,1650,0.08,0,0.08,6.8,49.15,229900000,96.85
Guatemala,2001,NA,NA,10,1562,0.08,0,0.08,-4.1,69.54,455528171,103.78
Guatemala,2002,38.5,0.542,11,1693,0.08,0,0.08,6.4,66.03,110616945,109.74
Guatemala,2003,NA,NA,12,1743,0.08,0,0.08,4.5,65.96,131009111,120.01
Guatemala,2004,NA,NA,13,1861,0.051,0,0.051,6.1,69.08,2.96E+08,125.97
Guatemala,2005,NA,NA,14,2064,0.051,0,0.051,5.6,66.05,5.40E+08,134.48
Guatemala,2006,44.5,0.585,15,2241,0.051,0,0.051,5,66.82,635300000,136.22
Guatemala,2007,NA,NA,16,2472,0.051,0,0.051,7.1,67.9,859200000,136.74
Guatemala,2008,NA,NA,17,2774,0.013,0.19,0.203,9.4,64.13,751109110,131.02
Guatemala,2009,NA,NA,18,2617,NA,NA,NA,3.5,57.11,696452714,151.37
Guatemala,2010,NA,NA,19,2806,NA,NA,NA,5.1,62.12,845598200,134.7
Guatemala,2011,NA,NA,20,3167,NA,NA,NA,6.9,63.98,1139659133,123.58
Guatemala,2012,NA,NA,21,3279,NA,NA,NA,3.3,60.98,1263638429,108.23
Guatemala,2013,NA,NA,22,3432,NA,NA,NA,3.4,58.55,1353141908,127.76
Guatemala,2014,NA,NA,23,3667,NA,NA,NA,3,56.3,1204670350,NA
Honduras,1945,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Honduras,1946,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Honduras,1947,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Honduras,1948,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Honduras,1949,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Honduras,1950,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Honduras,1951,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Honduras,1952,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Honduras,1953,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Honduras,1954,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Honduras,1955,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Honduras,1956,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Honduras,1957,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Honduras,1958,NA,NA,0,NA,0,0.621,0.621,NA,NA,NA,NA
Honduras,1959,NA,NA,0,NA,0,0.621,0.621,NA,NA,NA,NA
Honduras,1960,NA,NA,0,NA,0,0.621,0.621,NA,44.42,NA,NA
Honduras,1961,NA,NA,0,172,0,0.621,0.621,4.2,44.24,NA,NA
Honduras,1962,NA,NA,0,181,0,0.621,0.621,2.9,44.56,NA,NA
Honduras,1963,NA,NA,0,186,0,0.621,0.621,2.1,46.81,NA,NA
Honduras,1964,NA,NA,0,200,0,0,0,5.7,47.22,NA,NA
Honduras,1965,NA,NA,0,216,0,0,0,2.1,54.08,NA,NA
Honduras,1966,NA,NA,0,227,0,0,0,2.6,58.7,NA,NA
Honduras,1967,NA,NA,0,241,0,0,0,2.6,59.07,NA,NA
Honduras,1968,NA,NA,0,253,0,0,0,1.4,62.03,NA,NA
Honduras,1969,NA,NA,0,255,0,0,0,2.6,58.85,NA,NA
Honduras,1970,NA,NA,0,269,0,0,0,4.4,62.02,NA,NA
Honduras,1971,NA,NA,0,264,0,0,0,-2.8,60.19,NA,NA
Honduras,1972,NA,NA,0,282,0,0,0,3.9,57.47,NA,NA
Honduras,1973,NA,NA,0,312,0,0,0,5.3,65.32,NA,NA
Honduras,1974,NA,NA,0,343,0,0,0,14.8,76.22,-1150000,104.36
Honduras,1975,NA,NA,0,362,0,0,0,6.4,70.37,7.00E+06,128.56
